
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008382                       # Number of seconds simulated (Second)
simTicks                                   8382039500                       # Number of ticks simulated (Tick)
finalTick                                  8382039500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     53.83                       # Real time elapsed on the host (Second)
hostTickRate                                155715224                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     722032                       # Number of bytes of host memory used (Byte)
simInsts                                     12307857                       # Number of instructions simulated (Count)
simOps                                       20546293                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   228646                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     381693                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         16764080                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.362063                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.734180                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        40653546                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1400                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       35776618                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 172371                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             20108495                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          31914015                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 539                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            16579239                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.157917                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.631479                       # Number of insts issued each cycle (Count)
system.cpu.lsq0.loadToUse::60-69                   83      0.00%     99.40% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79                   68      0.00%     99.41% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                   99      0.00%     99.41% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99                  131      0.00%     99.41% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109                164      0.01%     99.42% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119                414      0.01%     99.43% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129               1631      0.06%     99.49% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139               7880      0.27%     99.77% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149                449      0.02%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159                553      0.02%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169               2548      0.09%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179                253      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189                387      0.01%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199               1890      0.07%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::200-209                198      0.01%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::210-219                  4      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::220-229                  5      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239                 11      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249                 13      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259                  2      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269                  3      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279                 10      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289                  9      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299                 10      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows              388      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value              891                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total              2870231                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores          10805530                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.lsq0.lqAvgOccupancy                   0.11                       # Average LQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.lsq0.sqAvgOccupancy                   0.09                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.rdAccesses                 6262716                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 2132497                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.exAccesses                       0                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.dtb.rdMisses                      4598                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       479                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   8382039500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses                 4584148                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                       910                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   8382039500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   8382039500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             7295814     44.01%     44.01% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                7635005     46.05%     90.06% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing            754283      4.55%     94.61% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked              726579      4.38%     98.99% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking           157185      0.95%     99.94% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall        10373      0.06%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts               45647714                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 21602                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  36955                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                   2114                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  94809                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents              28                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            78526479                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   155345797                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 55986405                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    373752                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              38071750                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 40454510                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     740                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 720                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    212631                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                15512447                       # count of registers freed and written back to integer free list (Count)
